Restaurant name,Order ID,Platform Key,Restaurant ID,Order status,Created at,Accepted at,Cancelled at,Cancellation reason,Cancellation owner,Rejected at,Rejection reason,Dispatched at,Delivered at,Address,Transport type,Payment type,Payment method,Food value,Packaging charges,Discount,Voucher,Minimum order value fee,Delivery Fee,Items,Preorder,Billable Status
非常泰 (新竹竹北店),djls-sts2,FP_TW,djls,Delivered,2021-10-03 13:10,2021-10-03 13:14,,,,,,2021-10-03 13:43,2021-10-03 13:47,Hsinchu County 302,Platform delivery,Cash,COD,1975,0,0,0,0,29,"1 經典人氣 4人餐 [1 白飯, 1 辣炒豬肉]",no,yes
1010湘個人餐盒 (台中西區店),dk59-exwg,FP_TW,dk59,Delivered,2021-10-03 13:01,2021-10-03 13:03,,,,,,2021-10-03 13:24,2021-10-03 13:33,Taichung City 404,Platform delivery,Online,cybersource_creditcard,250,0,0,0,0,0,1 宮保雞丁餐盒 [1 宮保雞丁餐盒],no,yes
1010湘個人餐盒 (台中西區店),dk59-igbm,FP_TW,dk59,Cancelled,2021-10-03 11:33,2021-10-03 11:34,2021-10-03 12:41,Wrong items delivered,Owner:Logistics,,,2021-10-03 12:00,2021-10-03 12:16,Taichung City 403,Platform delivery,Online,cybersource_creditcard,440,0,0,50,0,0,"1 3.5杯雞餐盒 [1 3.5杯雞餐盒], 1 鄉里小炒肉餐盒",no,no
1010湘個人餐盒 (台中西區店),dk59-jgks,FP_TW,dk59,Delivered,2021-10-03 11:45,2021-10-03 11:46,,,,,,2021-10-03 12:12,2021-10-03 12:20,Taichung City 408,Platform delivery,Online,cybersource_creditcard,280,0,0,0,0,29,1 3.5杯雞餐盒 [1 3.5杯雞餐盒],no,yes
1010湘個人餐盒 (台中西區店),dk59-sbf5,FP_TW,dk59,Delivered,2021-10-03 19:08,2021-10-03 19:10,,,,,,2021-10-03 19:34,2021-10-03 19:44,北區 404,Platform delivery,Online,cybersource_creditcard,160,0,0,0,0,29,1 鄉里小炒肉餐盒,no,yes
瓦城泰國料理 (高雄左營一店),dk5a-jnzh,FP_TW,dk5a,Delivered,2021-10-03 13:35,2021-10-03 17:21,,,,,,2021-10-03 17:49,2021-10-03 18:01,Gushan District 804,Platform delivery,Online,cybersource_creditcard,1970,0,0,0,0,35,"1 辣炒豬肉, 1 風味椒麻雞, 1 綠咖哩椰汁雞, 1 海鮮什蔬沙律, 1 蝦醬四季豆, 4 泰國茉莉香米, 1 酥炸檸檬魚",yes,yes
瓦城泰國料理 (高雄左營一店),dk5a-mxxd,FP_TW,dk5a,Delivered,2021-10-03 17:58,2021-10-03 18:00,,,,,,2021-10-03 18:26,2021-10-03 18:36,Kaohsiung City 807,Platform delivery,Online,ApplePay,500,0,0,0,0,35,"1 綠咖哩椰汁雞, 1 辣炒高麗菜, 2 泰國茉莉香米",no,yes
瓦城泰國料理 (高雄左營一店),dk5a-tnow,FP_TW,dk5a,Delivered,2021-10-03 18:10,2021-10-03 18:12,,,,,,2021-10-03 18:40,2021-10-03 18:49,鼓山區 804,Platform delivery,Cash,COD,600,0,0,0,0,19,"1 辣炒豬肉, 1 綠咖哩椰汁雞, 2 泰國茉莉香米",no,yes
瓦城泰式個人餐盒 (高雄左營店),dncb-6pim,FP_TW,dncb,Delivered,2021-10-03 17:54,2021-10-03 17:54,,,,,,2021-10-03 18:21,2021-10-03 18:31,Kaohsiung City 807,Platform delivery,Online,cybersource_creditcard,549,0,0,0,0,29,"1 綠咖哩椰汁雞餐盒 [1 綠咖哩椰汁雞餐盒], 1 泰式香辣雞腿餐盒, 1 泰國奶茶【冰】",no,yes
瓦城泰式個人餐盒 (高雄左營店),dncb-usuq,FP_TW,dncb,Delivered,2021-10-03 17:51,2021-10-03 17:51,,,,,,,2021-10-03 18:30,,Pickup,Online,cybersource_creditcard,200,0,20,0,0,0,1 泰式香辣雞腿餐盒,no,yes
瓦城泰國料理 (屏東太平洋店),dy4h-6jyh,FP_TW,dy4h,Delivered,2021-10-03 17:58,2021-10-03 18:01,,,,,,2021-10-03 18:38,2021-10-03 18:49,Pingtung City 900,Platform delivery,Online,cybersource_creditcard,1865,0,0,20,0,0,"1 泰式中卷沙律, 1 辣炒豬肉, 1 BBQ嫩烤松阪豬, 1 風味椒麻雞, 1 泰國茉莉香米, 1 蠔油花椰菜, 1 芝麻酥蝦餅",no,yes
瓦城泰國料理 (屏東太平洋店),dy4h-lh3t,FP_TW,dy4h,Delivered,2021-10-03 20:27,2021-10-03 20:28,,,,,,2021-10-03 20:49,2021-10-03 21:01,屏東市 900,Platform delivery,Cash,COD,715,0,0,0,0,39,"1 椰汁炒雞肉, 2 泰國茉莉香米, 1 BBQ嫩烤松阪豬",no,yes
大心泰式麵食 (新竹東區一店),eb3s-2qkr,FP_TW,eb3s,Delivered,2021-10-03 18:25,2021-10-03 18:35,,,,,,,2021-10-03 19:29,,Pickup,Online,cybersource_creditcard,250,0,0,40,0,0,1 酸辣海鮮麵,yes,yes
大心泰式麵食 (新竹東區一店),eb3s-55yw,FP_TW,eb3s,Delivered,2021-10-03 14:13,2021-10-03 14:14,,,,,,2021-10-03 14:26,2021-10-03 14:34,Hsinchu County 310,Platform delivery,Online,cybersource_creditcard,200,0,0,40,0,0,1 酸辣番茄豬肉麵,no,yes
大心泰式麵食 (新竹東區一店),eb3s-7ocj,FP_TW,eb3s,Delivered,2021-10-03 17:14,2021-10-03 17:15,,,,,,2021-10-03 17:52,2021-10-03 17:57,Hsinchu City,Platform delivery,Cash,COD,309,0,0,0,0,29,"1 酸辣番茄松阪豬肉麵, 1 青檸可樂",no,yes
大心泰式麵食 (新竹東區一店),eb3s-s1oe,FP_TW,eb3s,Delivered,2021-10-03 18:06,2021-10-03 18:08,,,,,,2021-10-03 18:41,2021-10-03 18:50,Hsinchu City 300,Platform delivery,Online,cybersource_creditcard,200,0,0,0,0,0,1 酸辣番茄豬肉麵,no,yes
時時香 (台中麗寶店),flcg-2vd1,FP_TW,flcg,Delivered,2021-10-03 18:04,2021-10-03 18:05,,,,,,2021-10-03 18:17,2021-10-03 18:20,Taichung City 421,Platform delivery,Online,cybersource_creditcard,930,0,0,0,0,0,"1 鮮菇燴時蔬, 1 阿婆紅燒肉, 1 麻油松阪豬, 3 台梗九號優質米",no,yes
時時香 (台中麗寶店),flcg-6ele,FP_TW,flcg,Delivered,2021-10-03 18:35,2021-10-03 18:37,,,,,,2021-10-03 19:18,2021-10-03 19:25,后里區 421,Platform delivery,Cash,COD,2930,0,0,0,0,29,"1 雲耳腐乳雞, 1 厚煎菜脯蛋, 1 宮保雞丁, 1 招牌胡椒蝦, 1 3.5杯雞, 1 超級麻婆豆腐, 1 麻油松阪豬, 1 鮮菇燴時蔬, 1 湘西高麗菜, 1 剝皮辣椒燉雞湯",no,yes
時時香 (台中麗寶店),flcg-8axg,FP_TW,flcg,Delivered,2021-10-03 16:57,2021-10-03 17:00,,,,,,2021-10-03 17:30,2021-10-03 17:43,台中市 421,Platform delivery,Online,cybersource_creditcard,1130,0,0,0,0,49,"1 阿婆紅燒肉, 1 厚煎菜脯蛋, 1 香炒花椰菜, 1 經典蒜泥白肉, 2 台梗九號優質米",no,yes
時時香 (台中麗寶店),flcg-gesg,FP_TW,flcg,Delivered,2021-10-03 16:00,2021-10-03 16:01,,,,,,2021-10-03 16:24,2021-10-03 16:34,Taichung City,Platform delivery,Online,cybersource_creditcard,480,0,0,0,0,35,"1 經典蒜泥白肉, 1 鮮菇燴時蔬, 1 台梗九號優質米",no,yes
時時香 (台中麗寶店),flcg-jgj6,FP_TW,flcg,Delivered,2021-10-03 17:36,2021-10-03 17:36,,,,,,,2021-10-03 17:43,,Pickup,Online,cybersource_creditcard,119,0,0,100,0,0,"1 台梗九號優質米, 1 洛神花茶",no,yes
時時香 (台中麗寶店),flcg-zz27,FP_TW,flcg,Delivered,2021-10-03 17:29,2021-10-03 17:29,,,,,,2021-10-03 18:08,2021-10-03 18:23,Taichung City 421,Platform delivery,Cash,COD,870,0,0,50,0,0,"1 超級麻婆豆腐, 1 經典蒜泥白肉, 1 招牌胡椒蝦",no,yes
大心泰式麵食 (中和二店),fwwp-50d0,FP_TW,fwwp,Delivered,2021-10-03 17:10,2021-10-03 17:11,,,,,,2021-10-03 17:41,2021-10-03 17:56,New Taipei City 220,Platform delivery,Cash,COD,721,0,0,0,0,0,"1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】, 1 溏心蛋], 1 酥炸蝦醬雞米花, 1 酸辣海陸系列 [1 酸辣海陸麵【拉麵】, 1 溏心蛋], 1 泰國奶茶, 1 蝦醬雞翅",no,yes
大心泰式麵食 (中和二店),fwwp-6b6z,FP_TW,fwwp,Delivered,2021-10-03 12:06,2021-10-03 12:07,,,,,,2021-10-03 12:36,2021-10-03 12:49,New Taipei City 236,Platform delivery,Online,cybersource_creditcard,269,0,0,0,0,59,"1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】], 1 泰國奶茶",no,yes
大心泰式麵食 (中和二店),fwwp-6m3s,FP_TW,fwwp,Delivered,2021-10-03 12:33,2021-10-03 12:34,,,,,,2021-10-03 13:02,2021-10-03 13:36,New Taipei City 220,Platform delivery,Online,ApplePay,338,0,0,0,0,49,"1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】], 1 蝦醬雞翅, 1 泰國奶茶",no,yes
大心泰式麵食 (中和二店),fwwp-b0ve,FP_TW,fwwp,Delivered,2021-10-03 16:33,2021-10-03 16:34,,,,,,2021-10-03 16:54,2021-10-03 17:00,中和區 235,Platform delivery,Cash,COD,469,0,0,0,0,29,"1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】], 1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【公仔麵】], 1 泰國奶茶",no,yes
大心泰式麵食 (中和二店),fwwp-b7ld,FP_TW,fwwp,Delivered,2021-10-03 16:31,2021-10-03 16:33,,,,,,2021-10-03 16:55,2021-10-03 17:07,板橋區 220,Platform delivery,Cash,COD,417,0,0,0,0,39,"2 泰國奶茶, 1 酸辣海陸系列 [1 酸辣海陸麵【拉麵】, 1 溏心蛋]",no,yes
大心泰式麵食 (中和二店),fwwp-ghfz,FP_TW,fwwp,Delivered,2021-10-03 14:43,2021-10-03 14:45,,,,,,2021-10-03 15:08,2021-10-03 15:25,土城區 236,Platform delivery,Online,cybersource_creditcard,739,0,0,0,0,59,"1 酸辣海陸系列 [1 酸辣海陸麵【河粉】], 1 泰國奶茶, 1 泰式蝦醬雞翅【12支】",no,yes
大心泰式麵食 (中和二店),fwwp-hghe,FP_TW,fwwp,Delivered,2021-10-03 11:22,2021-10-03 11:23,,,,,,2021-10-03 11:36,2021-10-03 11:48,New Taipei City 236,Platform delivery,Online,ApplePay,450,0,0,0,0,0,"1 清燉越南牛肉河粉, 1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】]",no,yes
大心泰式麵食 (中和二店),fwwp-i6vs,FP_TW,fwwp,Delivered,2021-10-03 18:12,2021-10-03 18:13,,,,,,2021-10-03 18:43,2021-10-03 19:02,新北市 220,Platform delivery,Online,ApplePay,309,0,0,30,0,0,"1 青檸可樂, 1 酸辣番茄松阪豬肉系列 [1 酸辣番茄松阪豬肉麵【拉麵】]",no,yes
大心泰式麵食 (中和二店),fwwp-nggq,FP_TW,fwwp,Delivered,2021-10-03 18:44,2021-10-03 18:45,,,,,,2021-10-03 19:07,2021-10-03 19:21,板橋區 220,Platform delivery,Online,cybersource_creditcard,529,0,0,0,0,59,"1 酸辣番茄松阪豬肉系列 [1 酸辣番茄松阪豬肉麵【拉麵】], 1 酸辣海陸系列 [1 酸辣海陸麵【拉麵】, 1 溏心蛋]",no,yes
大心泰式麵食 (中和二店),fwwp-nhc6,FP_TW,fwwp,Delivered,2021-10-03 18:00,2021-10-03 18:01,,,,,,2021-10-03 18:27,2021-10-03 18:45,New Taipei City 220,Platform delivery,Online,ApplePay,200,0,0,0,0,0,1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【公仔麵】],no,yes
大心泰式麵食 (中和二店),fwwp-ohap,FP_TW,fwwp,Delivered,2021-10-03 14:40,2021-10-03 14:41,,,,,,2021-10-03 15:10,2021-10-03 15:19,板橋區 220,Platform delivery,Online,cybersource_creditcard,500,0,0,0,0,39,"1 酸辣海陸系列 [1 酸辣海陸麵【河粉】], 1 酸辣海陸系列 [1 酸辣海陸麵【拉麵】]",no,yes
大心泰式麵食 (中和二店),fwwp-om3o,FP_TW,fwwp,Delivered,2021-10-03 11:12,2021-10-03 11:13,,,,,,2021-10-03 11:34,2021-10-03 11:38,新北市 220,Platform delivery,Online,ApplePay,250,0,0,0,0,19,1 清燉越南牛肉河粉,no,yes
大心泰式麵食 (中和二店),fwwp-sw0h,FP_TW,fwwp,Delivered,2021-10-03 17:12,2021-10-03 17:13,,,,,,2021-10-03 17:48,2021-10-03 18:00,New Taipei City 220,Platform delivery,Cash,COD,429,0,0,0,0,49,"1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】, 1 溏心蛋], 1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【河粉】]",no,yes
大心泰式麵食 (中和二店),fwwp-xknk,FP_TW,fwwp,Delivered,2021-10-03 17:21,2021-10-03 17:23,,,,,,2021-10-03 18:04,2021-10-03 18:19,New Taipei City 220,Platform delivery,Online,cybersource_creditcard,458,0,0,0,0,39,"2 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】, 1 溏心蛋]",no,yes
大心泰式麵食 (中和二店),fwwp-zmis,FP_TW,fwwp,Delivered,2021-10-03 18:22,2021-10-03 18:25,,,,,,2021-10-03 18:53,2021-10-03 19:09,New Taipei City 220,Platform delivery,Cash,COD,1465,0,0,0,0,0,"1 裝熟蛋綠咖哩雞肉飯 [1 溏心蛋], 1 裝熟蛋打拋豬肉飯 [1 溏心蛋], 1 搖滾青木瓜沙律, 1 泰式蝦醬雞翅【9支】, 1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】, 1 溏心蛋], 1 酸辣海鮮系列 [1 酸辣海鮮麵【拉麵】, 1 溏心蛋]",no,yes
瓦城泰國料理 (微風信義店),g1ri-anoe,FP_TW,g1ri,Delivered,2021-10-03 15:14,2021-10-03 15:16,,,,,,2021-10-03 15:44,2021-10-03 15:59,台北市 105,Platform delivery,Cash,COD,1120,0,0,30,0,0,"1 芝麻酥蝦餅, 1 辣炒豬肉, 3 泰國茉莉香米, 1 辣炒高麗菜, 1 綠咖哩椰汁雞",no,yes
瓦城泰國料理 (微風信義店),g1ri-vv3l,FP_TW,g1ri,Cancelled,2021-10-03 18:27,2021-10-03 18:30,2021-10-03 19:11,Unable to find customer,Customer,,,2021-10-03 18:50,,Taipei City 105,Platform delivery,Cash,COD,1133,0,0,0,0,29,"2 泰國冰奶茶, 1 BBQ嫩烤松阪豬, 1 風味椒麻雞, 2 泰國茉莉香米, 1 蝦醬四季豆",no,yes
大心泰式麵食 (微風南京店),g7ir-cbca,FP_TW,g7ir,Delivered,2021-10-03 11:10,2021-10-03 11:11,,,,,,2021-10-03 11:35,2021-10-03 11:41,臺北市,Platform delivery,Online,cybersource_creditcard,200,0,0,0,0,29,1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】],no,yes
大心泰式麵食 (微風南京店),g7ir-pxyc,FP_TW,g7ir,Delivered,2021-10-03 15:38,2021-10-03 15:39,,,,,,2021-10-03 15:55,2021-10-03 16:05,松山區 105,Platform delivery,Online,ApplePay,779,0,0,70,0,29,"1 酸辣海陸系列 [1 酸辣海陸麵【拉麵】], 1 酸辣海陸系列 [1 酸辣海陸麵【拉麵】, 1 溏心蛋], 1 酸辣海鮮系列 [1 酸辣海鮮麵【拉麵】]",no,yes
1010湘個人餐盒 (松山店),gbog-isz8,FP_TW,gbog,Delivered,2021-10-03 11:56,2021-10-03 12:01,,,,,,2021-10-03 12:21,2021-10-03 12:30,中山區 10491,Platform delivery,Online,cybersource_creditcard,1110,0,0,200,0,29,"3 酥炸口水雞餐盒, 1 宮保雞丁餐盒 [1 宮保雞丁餐盒], 1 香辣嫩雞雲耳餐盒",no,yes
1010湘個人餐盒 (松山店),gbog-xfd6,FP_TW,gbog,Delivered,2021-10-03 14:37,2021-10-03 14:38,,,,,,2021-10-03 14:59,2021-10-03 15:09,Taipei City 10491,Platform delivery,Cash,COD,500,0,0,0,0,39,"1 麻油松阪豬餐盒 [1 麻油松阪豬餐盒], 1 酥炸口水雞餐盒",no,yes
時時香 (中和環球店),gmww-4ky8,FP_TW,gmww,Delivered,2021-10-03 16:29,2021-10-03 16:31,,,,,,2021-10-03 17:07,2021-10-03 17:18,板橋區 220,Platform delivery,Online,cybersource_creditcard,370,0,0,0,0,39,"1 阿婆紅燒肉, 1 台梗九號優質米",no,yes
時時香 (中和環球店),gmww-7gun,FP_TW,gmww,Delivered,2021-10-03 16:52,2021-10-03 16:54,,,,,,2021-10-03 18:10,2021-10-03 18:15,中和區 235,Platform delivery,Online,cybersource_creditcard,1560,0,0,0,0,29,"1 超級麻婆豆腐, 1 湘西高麗菜, 1 麻油松阪豬, 1 宮保雞丁, 1 香炒花椰菜, 1 台梗九號優質米, 1 厚煎菜脯蛋",no,yes
時時香 (中和環球店),gmww-nmbs,FP_TW,gmww,Delivered,2021-10-03 16:58,2021-10-03 17:01,,,,,,2021-10-03 18:11,2021-10-03 18:30,土城區 236,Platform delivery,Online,cybersource_creditcard,4064,0,0,200,0,59,"1 超級麻婆豆腐, 1 甘蔗四季青茶, 1 嫩蔥爆鮮牛, 1 經典蒜泥白肉, 1 剝皮辣椒燉雞湯, 1 鮮菇燴時蔬, 1 香炒花椰菜, 5 霸王甘蔗蝦(3支), 1 湘西高麗菜, 1 麻油松阪豬, 1 招牌胡椒蝦",no,yes
1010湘個人餐盒 (新店店),gomx-9mze,FP_TW,gomx,Delivered,2021-10-03 18:15,2021-10-03 18:17,,,,,,2021-10-03 18:48,2021-10-03 19:21,文山區 116,Platform delivery,Online,cybersource_creditcard,410,0,0,0,0,59,"1 宮保雞丁餐盒 [1 宮保雞丁餐盒], 1 鄉里小炒肉餐盒",no,yes
1010湘個人餐盒 (新店店),gomx-ofhh,FP_TW,gomx,Delivered,2021-10-03 11:51,2021-10-03 11:54,,,,,,2021-10-03 12:18,2021-10-03 12:25,New Taipei City 231,Platform delivery,Online,cybersource_creditcard,660,0,0,30,0,0,3 酥炸口水雞餐盒,no,yes
時時香中式個人餐盒 (內湖店),i3aq-4sxz,FP_TW,i3aq,Delivered,2021-10-03 11:26,2021-10-03 11:39,,,,,,2021-10-03 11:55,2021-10-03 12:05,Taipei City 114,Platform delivery,Online,ApplePay,860,0,0,30,0,0,"1 蔥爆鮮嫩牛餐盒 [1 蔥爆鮮嫩牛餐盒], 1 麻油松阪豬餐盒 [1 麻油松阪豬餐盒], 1 糖醋雞丁餐盒, 1 香干炒豬肉餐盒",yes,yes
時時香中式個人餐盒 (內湖店),i3aq-fa0n,FP_TW,i3aq,Delivered,2021-10-03 19:53,2021-10-03 19:56,,,,,,2021-10-03 20:08,2021-10-03 20:19,內湖區 114,Platform delivery,Online,cybersource_creditcard,320,0,0,0,0,0,"1 經典蒜泥白肉餐盒, 1 香干炒豬肉餐盒",no,yes
時時香中式個人餐盒 (內湖店),i3aq-l529,FP_TW,i3aq,Delivered,2021-10-03 11:31,2021-10-03 11:39,,,,,,2021-10-03 12:03,2021-10-03 12:15,Taipei City,Platform delivery,Online,cybersource_creditcard,1010,0,0,0,0,59,"1 宮保雞丁餐盒 [1 宮保雞丁餐盒], 1 麻油松阪豬餐盒 [1 麻油松阪豬餐盒], 1 香辣嫩雞雲耳餐盒, 1 3.5杯雞餐盒 [1 3.5杯雞餐盒]",no,yes
大心泰式麵食 (台中麗寶店),i7b8-0jrt,FP_TW,i7b8,Delivered,2021-10-03 16:03,2021-10-03 16:05,,,,,,2021-10-03 16:50,2021-10-03 17:00,台中市 421,Platform delivery,Online,ApplePay,320,0,0,0,0,35,1 泰式蝦醬雞翅【9支】,no,yes
大心泰式麵食 (台中麗寶店),i7b8-12qz,FP_TW,i7b8,Delivered,2021-10-03 12:49,2021-10-03 12:50,,,,,,,2021-10-03 13:03,,Pickup,Online,ApplePay,200,0,20,0,0,0,1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【公仔麵】],no,yes
大心泰式麵食 (台中麗寶店),i7b8-1pnw,FP_TW,i7b8,Delivered,2021-10-03 15:09,2021-10-03 15:10,,,,,,2021-10-03 15:51,2021-10-03 16:04,后里區 421,Platform delivery,Online,cybersource_creditcard,229,0,0,0,0,19,"1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】, 1 溏心蛋]",no,yes
大心泰式麵食 (台中麗寶店),i7b8-hbil,FP_TW,i7b8,Delivered,2021-10-03 18:49,2021-10-03 18:51,,,,,,2021-10-03 19:35,2021-10-03 19:47,后里區 421,Platform delivery,Cash,COD,394,0,0,0,0,49,"1 蝦醬雞翅, 1 酥炸蝦醬雞米花, 1 裝熟蛋綠咖哩雞肉飯",no,yes
大心泰式麵食 (台中麗寶店),i7b8-hg66,FP_TW,i7b8,Delivered,2021-10-03 11:09,2021-10-03 11:11,,,,,,2021-10-03 11:30,2021-10-03 11:37,Taichung City 421,Platform delivery,Cash,COD,200,0,0,100,0,29,1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【公仔麵】],no,yes
大心泰式麵食 (台中麗寶店),i7b8-hwy7,FP_TW,i7b8,Delivered,2021-10-03 13:34,2021-10-03 13:35,,,,,,2021-10-03 14:03,2021-10-03 14:14,Taichung City 421,Platform delivery,Online,cybersource_creditcard,200,0,0,0,0,35,1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】],no,yes
大心泰式麵食 (台中麗寶店),i7b8-mekh,FP_TW,i7b8,Delivered,2021-10-03 16:07,2021-10-03 16:07,,,,,,,2021-10-03 17:10,,Pickup,Online,cybersource_creditcard,200,0,0,150,0,0,1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】],no,yes
大心泰式麵食 (台中麗寶店),i7b8-rg8w,FP_TW,i7b8,Delivered,2021-10-03 14:51,2021-10-03 14:53,,,,,,2021-10-03 15:27,2021-10-03 15:35,Taichung City 421,Platform delivery,Online,cybersource_creditcard,500,0,0,100,0,0,"1 清燉越南牛肉河粉, 1 裝熟蛋打拋豬肉飯",no,yes
大心泰式麵食 (台中麗寶店),i7b8-sf77,FP_TW,i7b8,Delivered,2021-10-03 19:08,2021-10-03 19:10,,,,,,2021-10-03 19:35,2021-10-03 19:43,Taichung City 421,Platform delivery,Online,cybersource_creditcard,275,0,0,0,0,0,"1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【公仔麵】], 1 酥炸蝦醬雞米花",no,yes
大心泰式麵食 (台中麗寶店),i7b8-wt5r,FP_TW,i7b8,Delivered,2021-10-03 13:30,2021-10-03 13:31,,,,,,2021-10-03 13:53,2021-10-03 14:08,后里區 421,Platform delivery,Online,cybersource_creditcard,200,0,0,0,0,35,1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】],no,yes
大心泰式麵食 (台中麗寶店),i7b8-xpid,FP_TW,i7b8,Delivered,2021-10-03 20:10,2021-10-03 20:10,,,,,,2021-10-03 20:31,2021-10-03 20:40,Taichung City 421,Platform delivery,Online,ApplePay,200,0,0,0,0,0,1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】],no,yes
大心泰式麵食 (台中麗寶店),i7b8-yavs,FP_TW,i7b8,Delivered,2021-10-03 16:57,2021-10-03 16:57,,,,,,2021-10-03 17:28,2021-10-03 17:40,Taichung City 421,Platform delivery,Cash,COD,250,0,0,0,0,49,1 裝熟蛋綠咖哩雞肉飯,no,yes
瓦城泰國料理 (三重一店),igh8-5f85,FP_TW,igh8,Delivered,2021-10-03 12:22,2021-10-03 13:08,,,,,,2021-10-03 13:36,2021-10-03 13:42,New Taipei City 241,Platform delivery,Online,cybersource_creditcard,1525,0,0,200,0,29,"1 BBQ嫩烤松阪豬, 1 經典人氣 2人餐 [1 辣炒豬肉, 1 泰國茉莉香米]",yes,yes
瓦城泰國料理 (三重一店),igh8-5wio,FP_TW,igh8,Delivered,2021-10-03 16:45,2021-10-03 16:47,,,,,,2021-10-03 17:09,2021-10-03 17:20,New Taipei City 241,Platform delivery,Online,cybersource_creditcard,660,0,0,0,0,49,"1 蝦醬四季豆, 1 辣炒高麗菜, 1 辣炒豬肉",no,yes
瓦城泰國料理 (三重一店),igh8-6wij,FP_TW,igh8,Delivered,2021-10-03 17:17,2021-10-03 17:20,,,,,,2021-10-03 17:52,2021-10-03 18:01,New Taipei City 241,Platform delivery,Cash,COD,1835,0,0,0,0,29,"1 經典人氣 4人餐 [1 辣炒豬肉, 1 紅藜米]",no,yes
瓦城泰國料理 (三重一店),igh8-fxy3,FP_TW,igh8,Delivered,2021-10-03 17:16,2021-10-03 17:18,,,,,,2021-10-03 17:40,2021-10-03 17:51,新北市 241,Platform delivery,Online,ApplePay,820,0,0,0,0,59,"1 泰式咖哩雞, 1 蝦醬四季豆, 2 泰國茉莉香米, 1 辣炒豬肉",no,yes
瓦城泰國料理 (三重一店),igh8-yxhp,FP_TW,igh8,Delivered,2021-10-03 12:20,2021-10-03 12:23,,,,,,2021-10-03 12:50,2021-10-03 13:07,Taipei City 111,Platform delivery,Online,cybersource_creditcard,1130,0,0,0,0,49,"1 經典人氣 2人餐 [1 辣炒豬肉, 1 泰國茉莉香米]",no,yes
大心泰式麵食 (信義統一時代店),iid3-3p4p,FP_TW,iid3,Delivered,2021-10-03 10:53,2021-10-03 11:08,,,,,,2021-10-03 11:30,2021-10-03 11:40,Taipei City 105,Platform delivery,Online,cybersource_creditcard,525,0,0,60,0,29,"1 酸辣番茄松阪豬肉系列 [1 酸辣番茄松阪豬肉麵【拉麵】], 1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】], 1 酥炸蝦醬雞米花",yes,yes
大心泰式麵食 (信義統一時代店),iid3-777z,FP_TW,iid3,Delivered,2021-10-03 11:36,2021-10-03 11:37,,,,,,2021-10-03 12:04,2021-10-03 12:20,Taipei City 105,Platform delivery,Cash,COD,200,0,0,0,0,39,1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】],no,yes
大心泰式麵食 (信義統一時代店),iid3-9s4p,FP_TW,iid3,Delivered,2021-10-03 11:02,2021-10-03 11:06,,,,,,2021-10-03 11:30,2021-10-03 11:38,台北市 110,Platform delivery,Online,cybersource_creditcard,800,0,0,0,0,0,"2 咖哩雞腿麵, 2 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】]",no,yes
大心泰式麵食 (信義統一時代店),iid3-aer0,FP_TW,iid3,Delivered,2021-10-03 17:17,2021-10-03 17:18,,,,,,2021-10-03 17:28,2021-10-03 17:40,信義區 110,Platform delivery,Online,cybersource_creditcard,650,0,0,50,0,39,"1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【公仔麵】], 1 酸辣番茄松阪豬肉系列 [1 酸辣番茄松阪豬肉麵【拉麵】], 1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【河粉】]",no,yes
大心泰式麵食 (信義統一時代店),iid3-w6xd,FP_TW,iid3,Delivered,2021-10-03 18:43,2021-10-03 18:45,,,,,,2021-10-03 19:07,2021-10-03 19:17,Taipei City 110,Platform delivery,Online,cybersource_creditcard,373,0,0,0,0,29,"1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】, 1 溏心蛋], 1 酥炸蝦醬雞米花, 1 蝦醬雞翅",no,yes
